Restaurant_ID,Restaurant_Name,District,Cuisine,Rating_Average,Cost_Average,Wait_Average,Reviews,Restaurant_Link
301,ICHIRAN,Causeway Bay,Japanese,2.6,106.7,17.0,"As recommended by lots of people and websites, this time finally got a time to taste ramen in ICHIRAN.First there was a staff leading you to the sit. Then you would get a menu to choose your preferred ramen.Press the button and there would be someone inside the corridor and take your order.The cooking time is short. It was just around 5 minutes.Water could be freely refilled by yourself.There was only one single product that you could choose. I would say the soup was a bit oily but the spicy one was definitely worth a try.As the tradition of respect to the chef, it was a good choice to drink all the soup and let the bowl empty.The taste was okay. Just an average and not really thought it deserved a lot of praise compared to other Japanese Ramen Restaurants.Finally 10% service fee was charged.Price List of the food0Price List of the food000', 'The queue is more wow effect than the food itself , pricy for a ramen soup , the product itself due the mass people visit this restaurant can see it looks and taste industrial , it worth to go again ? Nope The queue was more impressive than the food itself , I wonder how a place in HK become so popular if taste flat , even the restaurant itself oppressing, seats , small table, facing a curtain , I wonder if it want to recreate the feel of Japan they forget about even restaurants there are tide and thin still find the warm feeling , here in this one in HK not at all .', 'After trawling through Openrice in an effort to find a place to continue my food adventures, I stumbled across the famous Ichiran in Hong Kong, a Japanese restaurant which claims to concentrate only on Tonkotsu Ramen and seeks to deepen the flavour of every bowl as its one and only mission. After a moment of dj vu and remembering a recommendation from a friend, I decided to lock it in as a must-eat for today.Located on the relatively quieter Jaffe Road in Causeway Bay, its best to take the C exit from the MTR station and its only a short walk from there. I had an ominous feeling as I could feel the construction dust from the sites surrounding the restaurant clog up my lungs. I promise though, the dust didnt at one point impede my taste buds. Once you turn the corner, you should be greeted by the attention-seeking crimson sign. Reading prior reviews on Openrice, I had come prepared to stand in line for an hour or so just to gain entry into the restaurant. To my pleasant surprise, 11:45am would be an intelligent time of arrival as there was nobody to be seen (there was nobody when we left either). Another sign, I guess, of what was to come.The broth was bland and its flavour could do with a little bit more deepening.Upon entering the store, we (I came with a friend) were greeted with a male staff who as trained echoed the irasshaimase phrase, a standard expectation. He then proceeded to seat us in Cantonese. The dcor of the store was nicely presented and reflected the environment of its Japanese branches. The private cubicle was narrow and secluded, the perfect setting for those seeking to slurp through their noodles without any judgement  though you might want to rethink it if you are taking a girl on a first date. Aligned across the top of our tables were some instructions in Japanese, English and Chinese for first-timers, slightly condescending albeit helpful.Here were my choices:Flavor Strength: MediumRichness: MediumGreen Onion: ThinSliced Pork: WithIchirans Original Red Sauce: HalfNoodles Texture: Firm+ Half Boiled Egg (101HKD or 15AUD)In retrospect, I wouldve chosen regular red sauce if I had known that it was not that spicy and kae-dama (extra noodles) were it not for such an early lunch. Now onto the nuts and bolts.The noodles were presentable though while the pork portions were nothing to boast about, they could have made a better effort to make them float. Despite its commendable consistency, the broth was bland at best and its flavour could do with a little bit more deepening in my bowl, even if you take into account medium richness and flavour. Noodles were done firm as ordered and the pork had extremely tender texture, a far cry from the rubbish have in Sydney (except Ippudo). The Red Sauce was interesting and left me craving for more with barely a tingling sensation reminding me that I had actually asked for some. However, they absolutely missed the beat when they forgot to serve our eggs with our noodles and needed a reminder. That being said, their eggs were done just right and almost the best part of the meal. Their staff while well-mannered were not very enthusiastic and almost mechanical. They would also do with some Japanese classes to enhance their choppy and often off-putting pronunciation which definitely spoiled the authentic experience.Overall, while the noodles were definitely good, it would not be a place I would be willing to wait an hour or so for. Luckily, my mood was much better since I beat the line and got in early. The entire experience was quite Japanese and their interesting and authentic dcor did earn them some extra points. Openrice thought they were a winner but for me they were, dare I say: slightly overrated.Ambience: 4/5Service: 2/5Food: 7/10Overall Verdict: 7/10'",www.openrice.com/en/hongkong/restaurant/causeway-bay-ichiran/140523?tc=rvw2&con=recRvw
302,IL Maestro,Causeway Bay,Italian,3.8,125.0,1.0,"I\'ve tasted many pizzas in HK and this is one of the best It\'s the closest I can find to authentic Italian/US pizza with the crust not too thick, fresh ingredients and the ingredients aren\'t piled on too thick so it makes the crust soggy.  I think they have a traditional brick oven, so the pizza comes out tasting like it should, instead of too powdery.They specialize in pizza, so even though their other dishes are OK, those dishes aren\'t the reason I go there.  Service is fine, it\'s a small restaurant, so it\'s not too difficult to get the waitresses\' attention.  Decor and ambience are very cosy and homey.  It feels like a family-run restaurant.  Owner is Italian, and he\'s very friendly, he sometimes goes around the tables and greets the guests, and says ""hi, ask how \'s the food, etc.""Great for family or special occasion dining.  A real gem of a restaurant.', 'Fine decor. Waitresses are all filipinas. Service: up to the standard.Standardised food, not much surprise except the ""sauce"" served with the bread before meal.Don\'t order coffee!!! Sour taste! Over-steamed! Dessert: bread pudding, not bad!0Well-lit with natural light0Well-lit with natural lightTomato salad (top) is better than mixed veggie0Tomato salad (top) is better than mixed veggieMargherita pizza is better than sole fillet0Margherita pizza is better than sole fillet0'",www.openrice.com/en/hongkong/restaurant/causeway-bay-il-maestro/16178?tc=rvw2&con=recRvw
303,IPPOH tempura restaurant,Central,Japanese,4.6,1000.0,0.0,"0You really do need to stop and look at what's behind the curtain. For over twelve months I walked down Aberdeen Street in SoHo, wandering by a little yellow restaurant that had it's door partially obscured by a heavy curtain. Sure, I knew that it was a Japanese restaurant, the name gave it away. A little research may have piqued my interest much sooner, but the name of that little restaurant really meant nothing to me. Ippoh! Boy has that changed! It wasn't until a workmate, lets call her Zoe, wanted to help me celebrate my recent birthday with a special lunch time treat. She'd been telling me for a long time that her favourite Japanese restaurant in Hong Kong was Ippoh, and wanted to see if I agreed; so we made our way through Central to SoHo and our midday booking. It was a lightbulb moment for me. Finally the curtain was pulled back and we entered the tiny little tempura style restaurant, and seated at one of the eight spots available at the bar style dining room. All eight seats put diners right in the action where the Ippoh head chef (I never did get his name!) was busy preparing the tasty morsels that would be lightly tempura and fried right before out eyes. There were a couple of options for lunch, the YUKI course which consisted of eight pieces of tempura or the OMAKASE lunch, which was a much more comprehensive journey. No prizes for guessing which we chose. 0 Ippoh has been in Hong Kong for only a couple of years, opening in it's Aberdeen Street location in 2014, but there is a much longer and richer history to the little Japanese tempura restaurant. With a history that spans over a hundred years, the original Ippoh is located in Osaka and is one of the most respected tempura restaurants in Japan. The fact that our chef for the day was a fifth generation tempura chef spoke volumes about how seriously Ippoh is about presenting the very finest quality produce, where is imported fresh each morning from Tokyo's Tsukiji market. Very shortly after being seated, we were presented with all of the dining equipment that we'd need for our meal; I loved the seriousness and ceremony with which our setting was presented. As I played with the chopsticks, waiting for the meal to commence, our waitress complimented me on my technique. I have to say, I was pleased that she'd noticed and commented.... 0 0 A beautiful little bowl was first to arrive, filled not with tempura but a sliver of incredibly fresh halibut wrapped around spring vegetables and bathing in a pool of ponzu sauce. The simple freshness of the fish was sublime with the ponzu, which gave enough of a bite to perfectly balance the halibut. 1 It was almost mesmerising as we watched our chef prepare our tempura pieces, the first of which just about redefined my concept of fresh and delicious. A large prawn had been presented along with a green pepper, the tempura batter on each golden and almost translucent. Each was given an order and instructions about which accompaniment to use, the salt or the radish infused tempura sauce. 1 1 The first bite of my prawn left me dumbfounded. I'd had amazing produce before, many times in fact, but the light sweetness of the prawn, combined with the tempura and just a touch of salt was so incredibly well balanced that I was rendered speechless. I just closed my eyes and savoured the sweetness and the lightness. My second bite actually finished off the prawn and I was let saddened for a moment that it was gone. 0 I was apprehensive about the green pepper, I'm usually not a fan, but I needn't have worried, there was no bitterness or harshness from the pepper, it was just sweet and crunchy from the tempura. Chef watched us carefully as we ate each exquisite bite, informing us of the best way to devour the tempura, and often the careful backstory of each piece. Kisu, a variant of whiting from Japan was next, specially flown in from Japan that morning. It was ridiculously light and just as divine to eat as the prawn. Miatake mushroom followed, also known as hen-of-wood, the rich earthy flavour of the mushroom was particularly spectacular once shallow fried in the tempura. 1 I've never been a fan of sweet potato and once I learned that the golden wedge in placed in front of me was in fact sweet potato, I prepared myself for a distasteful experience. Again I was dumbfounded, the sweet potato tempura was delicious; I couldn't let it rest, and our chef explained that the sweet potato had been steamed for half an hour making it soft and luxurious. 0 Calamari was next, not a small thin strip like you'd see elsewhere, but a large chunk of squid that had the potential to be rubbery. But by now I had complete trust in the chef, and after a squeeze of lemon and a small dip in salt, the large piece of calamari easily yielded to my bite and, far from being chewy, was tender and sweet and oh-so-more(ish). 0 Understanding how delicious that first prawn was, chef provided us another prawn, this time wrapped in sisho. The slight bitterness of the sisho leaf was a superb contrast of that sweet prawn flesh, the bitterness not so overwhelming and again showing a deft hand by the chef. Probably the only tempura that I didn't enjoy was the eggplant, I guess even a fifth generation tempura chef with mad skills was not enough to overcome the fact that I hate eggplant! 0 I was amazed at the presentation of the uni, which had been wrapped in seaweed and tempura so perfectly that only the outside of the seaweed seemed to have been dipped in the tempura. The strong flavour of the uni was accompanied by a heavy dose of miso, which certainly packed a punch for my palate, but was still nicely balanced. 1 The tasty bites kept coming with Hokkaido scallop providing a lovely hit of sweetness. I'm a huge fan of scallops, the plump soft flesh especially wonderful with that light golden covering of tempura. 1 Sweet corn was next, a long flat section of the corn was presented and provided a new level of flavour, the corn beautiful and sweet, the tempura crunchy, the overall effect perfection. 1 Without doubt, the tempura from Ippoh was the best I'd ever encountered and if that was all I'd devoured on the day, I 'd have though the meal perfect. But, there were elements that were just too much for my western palate! A red miso soup came, presented in a lovely red container, but it was just too powerful for me, I didn't like the smell and the flavour was not to my liking. 0 A bowl of rice was topped with the Japanese version of bubble and squeak, leftover vegetables and some sweet fish. The tempura was nice, but I didn't really eat the rice. 0 It had been a huge meal, with almost too much to eat, I probably would have been happy without the last two dishes, feeling happy and sated just with the tempura. The meal finished simply with some Yuzu sorbet and Japanese plum grapes; simple and refreshing. 1 There was much to love about Ippoh, without doubt one of the best Japanese restaurants in Hong Kong; the tempura was second to none and watching our chef prepare and explain our course in an interactive way was wonderful. It's no wonder it can often take months to book a spot in one of the eight seats. It's a solid reminder that there are so many amazing places in Hong Kong that you can just so easily walk by and never know how close you've come to greatness. Ippoh continues the Japanese tradition of taking every day actions and taking them to an extreme art form. The humble tempura will never be the same, my expectations now at stratospheric levels. Thanks Zoe, for bringing me to your favourite Japanese restaurant! I will be back real soon to visit Ippoh again. Well, SC has declared that I must take her back soon, I was raving so much about the meal. @FoodMeUpScotty 0 1 0 0 0"", ""I'd always prefer Tenmasa over Ippoh if I were to have tempura in Tokyo, but visiting Tenmasa where we are is a bit of a trouble having to travel all the way to Macau, so Ippph is first on the list when convenience is a call.We were lucky, got to be the fill-ins for a cancelled booking and were able to secure 2 precious seats for lunch. Otherwise would have to wait for 2 months to get the dinner booking we originally desired. I was told on the phone by the chef who usually confirms all bookings himself that the omakase menu for lunch is the the same as dinner so what the heck, we're in!With a capacity of only 8 seats around the tempura counter and a table for 4, serving just tempura, the food'd better be good. It IS good, well worth the wait and the price it charges.Setting - the place is small but lots of attention is paid to details like the beautifully engraved exhaust hood and the particularly arranged set of servingware on an Ippoh mat. Food - after the lettuce salad with dried seaweed and the onsen tamago served with mackerel soya jelly, we were set to net the freshest catch of the day straight from Tsukiji Market. We must have had 20 pieces of different kinds of seafood and vegetables, including different kinds of prawns, fishes, abalone, scallop, uni, squid, ginkgo, avocado, asparagus, maitake mushroom and more. All coated in an airy light batter that is briefly crunchy but juicy and tender inside. The chef delicately deep fried every single piece for each and every customer like performing an art, then carefully blotted off any extra oil and put on the netted plate in front of us and patiently explained what the piece was and how best to eat it, whether plain, with salt, with sauce or just a zest of lemon juice. Our meal should be finishing off with tempura prawn cake on rice in soup and dessert which was yuzu sorbet and fresh fruits, but in the end we were so full that we asked for the two to be skipped. However the chef insisted that we should try them because they are too good to be missed. We couldn't reject the enthusiastic chef and agreed to having just 1 rice in soup without the fritter and a dessert to be shared between the two of us. Both didn't let us down which brought our lunch at Ippoh to a complete and impressive ending.Service - typical Japanese courtesy and servicing etiquette that are greatly appreciated. Price - omakase lunch is priced at $1,100 per person which is well worth in my opinion.000000000000"", 'This restaurant is tucked away in Aberdeen Street. The counter only seats 8 people. I went for lunch and was surprised how reasonably priced the fixed set lunch was given that the ingredients are flown in from Japan daily.  They arrive in the afternoon so dinner would be the best time to go if you want the food to be at its freshest.  There is only one set menu for lunch and no a la carte.  I understand that the restaurant is now deservedly popular and the earliest possible seating for dinner would be late November.  Lunch is slightly better being late September. The Tempura batter is light and the seafood is expertly cooked by Chef Seki-san,  son of the founder of the restaurant in Osaka. The batter locks in all of the freshness and flavour without being oily. The oil is kept at the perfect temperature in order to achieve this. While not cheap,  given the skill in the preparation and the freshness of the ingredients I would say that lunch is good value.'",www.openrice.com/en/hongkong/restaurant/central-ippoh-tempura-restaurant/175843?tc=rvw2&con=recRvw
304,Ichigyo Sushi,Central,Japanese,2.3,64.0,2.0,"I usually go here to get my lunch time sushi hit, today was not good though. My tuna sashimi had stringy fat joins running through it which made it very chewy and i could not eat it.I also ordered the california rolls which are not california rolls, as they contained cheese and egg and not avocado !Very sad as previously the tuna has always been good quality, maybe it was a one off bad day but i doubt i will go back.'",www.openrice.com/en/hongkong/restaurant/central-ichigyo-sushi/177236?tc=rvw2&con=rvw
305,Igloo Dessert Bar,Central,Italian,2.3,33.0,0.0,"A good friend bought myself and a few other friends take-away Gelato after lunch today! Each of us ordered one scoop in a cup.I ordered the weekly special - honeycomb with crunch. The gelato was really smooth. Unfortunately it was so disappointing because there was no crispy crunch at all and it melted so fast although I was eating very fast already. I think it was just not thick enough, the texture was too close to a soft cream.Also tried Lychee and Bloody Orange ordered by my friends. Bloody orange tasted very refreshing like sorbet while lychee was a pass.At such a price (i.e. $33 per scoop in a cup), I would not come back again.'",www.openrice.com/en/hongkong/restaurant/central-igloo-dessert-bar/500457?tc=rvw2&con=rvw
306,Inagiku Japanese Restaurant,Central,Japanese,3.5,1000.0,0.0,"This is a restaurant that we have been to dozens of times. Whilst it is supposed to be one of the best in town, I am afraid it is not so, in terms of food and even less in terms of service. It is certainly not bad but just not really that good.The restaurant is in the IFC, very near the Four Seasons and supposedly one of the nicest spots in Central. Of course people do pay high prices but they should not expect any less in return. Alas, this is where the problem lies. Due to its location and that there are not too many other options for high class Japanese food the restaurant is perennially full. The staff, whilst not rude, are no different from what you find in 2 or 3 star places when this is supposed to be a 5 star restaurant (not Michelin star but think hotels). Here, instead of the staff paying attention to you, you have to pay attention to them. You will not have anyone coming over until you spend some time and effort to flag someone down. You have to chase after your food. We were at the teppanyaki table and our neighbours were only given the set lunch menu and never realized that a la carte existed...We decided to go for teppanyaki this time and ordered a set lunch each plus a la carte for more food and variety. First off, the salads came, one a sashimi salad, one a plain one. Nothing to write home about. They were fine, just fine. Not presented in an appetizing manner or style.0We had abalone and beef for teppanyaki. Prices have gone up but portion sizes for abalone have steadily gone down over the past 2 years. Teppanyaki, especially at high end restaurants, should involve at least some grace and finesse, if not ceremony. There was none. We ordered different kinds of beef. No one bothered to even let us know which was which (the guests were supposed to figure out from tasting them? It so happened that even after asking and being told which was Australian and which was Japanese, we felt they tasted the same which was a shame). The food tasted fine over, but again, nothing special.0After a couple of small dishes, to finish the meal, one of us was supposed to have tempura cake (our favourite whenever we visit Japan) with udon noodles. This is ONE item, just that the tempura cake, in order not to be soggy, was to be served separately, from the noodles. Separate they really were. The tempura cake came out and the waitress plopped it in front of us. When the noodles did not appear, we chased, and chased, and chased. After 15 minutes came the noodles by which time of course the tempura cake had gone cold. Should this have happened at any restaurant? any nice restaurant, much less a top Japanese restaurant? Any self-respecting tempura place / chef would have been dismayed at this. Not at this place. No one batted an eyelid when we explained many times, to different staff, that the tempura cake but not the noodles. As for the quality of the tempura here which we have tried many times, do not expect standards like you see in Tokyo. It is one of the better places in HK. That\'s it. The batter is not thin or light like that in top restaurants in Tokyo In fairness, it is not ultra thick either.00For my starch, I chose teppanyaki fried rice. After I had finished it, the waitress presented a plate of pickles! For those of you not familiar with Japanese pickles, they are supposed to accompany rice. Here, it is like serving pickles after a guest has finished his burger or sandwich.0For dessert, the waitress plopped a small square piece of chocolate cake in front of each of us, adorned slightly with raspberries and half a strawberry plus a blurp of cream. As I noticed that for one lunch dessert was stated to be ""dessert"" but for another it was stated to be ""dessert sampler"" I asked the waitress how come there was no sampler. She was totally non - plussed and said that was the only dessert they had. Anyway, I let it drop.0This is not a bad restaurant, nor was a terrible meal. For a thousand a head for lunch, it ought to be quite a bit better, even in expensive HK.'",www.openrice.com/en/hongkong/restaurant/central-inagiku-japanese-restaurant/17460?tc=rvw2&con=rvw
307,Inn Side Out,Causeway Bay,American,4.1,250.0,0.0,"A relaxing brunch is what it is. Beef and a good quality healthy salad is all I need to get me through the week.Chimay is my kinda beer to enjoy, and it is even more enjoyable complimented by the beautiful green fields from the view.0Sirloin steak salad0A whole big bowl of mix green with a few strips of sirloin steak cooked to perfection. You can tell that it is a very juicy piece of succulent meat, with some crisps, cherry tomatoes, with just light dressing.00'",www.openrice.com/en/hongkong/restaurant/causeway-bay-inn-side-out/156122?tc=rvw2&con=rvw
308,Ippudo HK,Admiralty,Japanese,3.8,85.0,11.0,"First ramen in Hong Kong - I popped in with little 6 year old daughter to test noodles, service and the like. We love ramen and have been participating in the ramen craze in New York City. First time using the automated ticket line machine...cool. For lunchtime on a Saturday, the speed was FAST. Although crowded everything went quick quick from the time we were seated to how fast our appetizers came. A mother son couple sat down after us and immediately ordered and their food came like in 5 minutes. Our waiter was super nice and suitably bi-lingual.The decor is nice and everything is kept very clean; the seating also emphasizes the fast ramen place this is. About half of the seating are tables and booths and the remaining half is counter and communal table. We sat at the communal table. It was nice that the seats each have a basket underneath them to put your purse/backpack. I love all the little condiments that come on the table: spicy cabbage pickle, fresh preserved ginger, a sesame seed grinder and peeled garlic cloves with a garlic press.The gyoza were OK; they definitely had that frozen then steam microwaved quality to the skin, and the filling was only so so, but they were served with alot of fresh green onions and ginger on top that gave it a fresher taste. We ordered the $88 Tokyo Ramen with Extra toppings ($68 without extra toppings). That came with 4 thick slices of pork, half an egg, bamboo shoots, three largish sheets of seaweed and a portion of spinach. The soup was good and the noodles had an al dente quality to them - tip: if you are sharing a ramen, order the Kamae-dae $15 for an extra portion of noodles. They give you a generous portion that works with the soup. Supplementary InformationKid's thumb up. They even have custom high chairs that match the cool decor!"", ""I asked the fellow diners whether they wanted Simply Life (which I was secretly vetting for) or Ippudo. All votes went to Ippudo. ._. I love Simply Life, btw. Slightly bummed, but nonetheless excited because I could add another contender to my ongoing Ramen quest. Environment:Not too bad, tables quite closely packed and you might have to share a table with strangers at lunch hour. Service:Best ever!!! Although this is a chain store and gives people a somewhat 'fast food' feeling where you don't expect a lot of service...I was pleasantly surprised. The waitstaff were extremely attentive and helpful and polite.  Service helped make this Ramen experience a rather delightful one!Food:000Tonkotsu w/o oilNot bad.0Not bad.The soup wasn't thick and satisfying like the one at Nagahama. I was glad that the 'no-oil' option was available. If it isn't too cold there's no need for the layer of oil to keep the noodles warm.  The pork was very tender and fatty, but not as fatty as Nagahama's. The noodles were very thin and became quite soft near the end of the meal although I had ordered 'hard' noodles. Soy tonkotsuA more intensely-flavored broth0A more intensely-flavored brothThe soup base was much more intense and nicely flavoured than the classic soup. The noodles were also thicker, by default. Next time I'd go for this one. Same stuff with regards to the pork and condiments. Conclusion:Will come back for a quick fix of ramen. Not too bad at all for the price, and service. Supplementary InformationWhen I got the bill, the cashier informed me that I'd been picked for a questionnaire online, the completion of which would entitle me to a free pork bun, or something. I completed the questionnaire and was this close to redeeming my free bun. But then the coupon expired. Boo."", 'One of my friends has been raving about this place. I thought that it was time to come here and give it a try. Noodles are one of my absolute favourite foods, so I was very much looking forward to this lunch. Lets just say that I was not disappointed. We were greeted by a nice waiter, who politely asked us how many of us were dining. We were then lead to our table and allowed to peruse the menu. The overall atmosphere of the place is very warm. There is sufficient lighting which is perfect for us reviewers to take good photos. I especially liked how the place felt very packed, yet spacious at the same time. Meaning that the restaurant was very full, and the place was operating at full capacity, but it does not feel cramped at all. We then proceeded to glance over the menu. the menu0the menuI think a menu plays a vital part to a restaurants success. I would give this menu special mention. First of all it has very good photos for all of its main noodle dishes. The layout is easy to follow, and the colour scheme is not distracting. Each item of food is accompanied with a well detailed account of the dish. This I believe is excellent because it really allows you to thoroughly decided what you want to eat. The descriptions are tailored to make you hungry and this is very good. They also offer a special seasonal menu, which also caught my eye in terms of its construction and appeal. After perusing the menu, we ordered our food. The waiter who took our order was very friendly and gave us additional comments about which dish he recommended. For example he explained to us that we could add an extra egg if we wanted at an additional cost. Moreover, he even explained that we could specify how we wanted our noodles to be cooked. They could be softer, normal, or even harder, which I thought was very thoughtful of him to provide us with these options to make our meal more pleasant.  We placed our orders and about 10 minutes later the first bowl of hot noodles arrived. The waiter announced the dish very quickly in a mumbled tone, and we did not comprehend what he was saying. He then repeated himself, but we still did not know which dish he was referring to. We then proceeded to open the menu and asked him to point to which one it was. He did, but as he placed the bowl down, he rolled his eyes. I thought that this was very unprofessional and immediately left me with a very sour impression of the restaurant. However, the smell of the noodles quickly changed my opinion. special akamaru shinaji0special akamaru shinajiThis was the most expensive noodle on the menu and rightly so. It comes with an egg that is raw on the inside, seaweed, sliced pork and spring onions. The dish was served piping hot, which is always a good sign. I wished that they shredded the seaweed so that I could have spread it throughout the soup. The egg was cooked beautifully and when I broke the egg white the yolk came streaming out in a never ending river of rich goodness. I ordered the noodles to be cooked normally and they were very tender and delicious. The meat was good and very lean. My friend thought the soup was very good, but personally I found the seasoning a bit overdone. It was very hot and full of flavour though. ippudo tonkotsu0ippudo tonkotsuThis was a more simple noodle. The noodles are very thin and it is served with lean slices of pork. My friend especially liked the fresh soybean sprouts and spring onions. She ordered the noodles to be cooked normally too, and found them to very smooth. The soup was hot and had less flavour than the previous dish. The amount of noodles is very filling. You can also order extra noodles at an additional costs if you are still hungry. hakata spicy tsukmen0hakata spicy tsukmenThis dish was the special dish of the month. It looked very appealing from the menu. This time the noodles were very thick. The were much more chewy than the other ones and had a nice texture to them too. There is a very heavy miso flavour to the soup that is served on the side. The noodles come with minced pork and a spicy sauce. My friend asked if they could not add the spicy sauce to the noodles directly, and they happily complied and put the sauce on the side in a separate bowl. The concept of this dish is that you mix a little bit of the soup and the spicy sauce with the noodles and minced pork to get a very special combination and flavour. The menu says ""Every delicious mouthful of the unique flavoured Spicy Tsukemen brings your taste buds a whole new experience that you\'ll never forget."" I would have to agree with this wholeheartedly. This dish is a must try, and my friend has already said she will come back for more and more. The only complaint was that the soup was not as hot as it should have been.Overall, a great lunch. The only disappointment was the very rude waiter. However, this was remedied by a very friendly waiter who kept checking on us, and asking how we were finding everything. We greatly appreciated this. Moreover, this waiter found my water bottle which I had accidentally left on the table and ran out to find me after I had left the restaurant. This is what I call good service. I was internally grateful. I will definitely be coming back very soon to try the many other noodle dishes this fine establishment has to offer. Supplementary InformationThis restaurant gets very busy from 12:00-13:30 as this is peak lunch hour rush in Admiralty. However, if you come before 11:50, you will definitely have a seat. I would suggest coming earlier (if you are not working) as the table wait time during lunch hour can be up to 45 minutes.', ""This is a great new choice for lunch in Admiralty. The only drawback is the crowds - waiting time can be up to 45 minutes even if you arrive early (e.g. on the dot at noon, which substantially decreases the waiting time at most other places). However, food is served super fast so you can finish your meal in less than 20-30 minutes.* Akamaru () Ramen $78 - The noodles here are perfectly cooked, even more so than I may say the TST branch where I am a regular. The soup is hearty without not being too oily or salty - extremely drinkable! It's extremely flavourful and well complemented by the condiments available including pickled ginger, grated roasted sesame seeds. The noodles also comes with two slices of rather fatty and tender pork which are also well seasoned. The portion of the pork I think is just right - more would be heart stopping * Soft-cooked egg () $10 - This is very well seasoned - my yolk was very slightly overcooked. The egg comes warm which is great. The one in TST comes cold so I have to leave it in the hot soup until pretty much I have nearly finished the noodles to warm it up.There are a number of other condiments you can add at additional cost, including Onsen Tamago ($10), pork neck, pork loin, roasted seaweed, etc. etc.Ambience is nice - not too noisy despite the crowds - and service is prompt and efficient, cheerful without being intrusive.All in all a good experience and I will be back.""",www.openrice.com/en/hongkong/restaurant/admiralty-ippudo-hk/109556?tc=rvw2&con=recRvw
309,Ippudo HK,Causeway Bay,Japanese,3.8,150.0,,"I have always loved Japanese ramen, but the problem for good ramen shop in Hong Kong is either the place is too small or it is not children friendly.Ippudo is a chain ramen shop that opened from Japan, they have many shops around the world and finally have opened one in Causeway Bay.  Since the restaurant is located inside Hysan Place the size of the shop is adequate, much larger than other ramen shop in the area.They serve a selection of ramen and side dishes.  They even have high chair available as well as a children menu.  This is definitely a plus, especially with a family.  We ordered two types of ramen, one is the original and the other one is the black ramen which has a black soup base and has a more generous sesame oil taste to it.  The side dishes were also great and my kids loved them.  Especially the fried corn and the Pork Bao. All and all the dishes were flavourful and ramen texture was firm but with a chew.  Soup was hot and has some collagen texture with 3 different types of condiments at your table for the ramen.The red bean and ice cream dessert was one of my boys favourite while the milk pudding was also great; had a hint of honey on top and milky pudding on the bottom.It was one satisfying lunch ! 0000100'",www.openrice.com/en/hongkong/restaurant/causeway-bay-ippudo-hk/540875?tc=rvw2&con=rvw
310,Ippudo HK,Central,Japanese,4.1,101.2,14.0,"Lunching in Central is always so difficult but the wait at Ippudo didnt seem too long for typical lunch hour. Due to time limit, my boyfriend and I only order a ramen and a roast pork rice to share. The ramen was okay, Id say a bit salty but I love how you can choose how cooked the ramen to be. You can also order an additional portion of ramen for $2 which seems to me a pretty good deal. The rice on the other hand is super delicious, portion is just right for me as a girl, the roast pork and onsen egg were also well cooked. This is my second time at Ippudo and Im definitely going back again.0', 'I really loved the fried squid it comes with this really good squid. The outside of the squid is really crunchy with tiny bits of seaweed on it. I also liked the ramen with chicken in it', 'I like going to Ippudo for quick lunch.This time I was happy to find the new raman which is HOTEN Raman( Black Shoyu ) and I personally I like this ramen more than thier regular ramens.00This is also the specila menu :Nakasu Cutlet Basket (Beef and Ham) (HK$38) which is nothing special.0This is my favorite appitizer: Deep Fried Egg (HK$28)0000', 'Suddenly craving for authentic Japanese ramen so decided to come here to try my luck. As it was already past 1.30pm the wait was not too long. Surprisingly most people came as singles so the turnover was quite fast. While waiting outside I already decided to have the Akamaru (was attracted by the black seasame oil) so when the waitress took my order as soon as I got a seat. Was asked to choose between think or thin noodles (chose thin), and soft/normal/hard (chose normal). The noodles arrived not long after and it looked and smelled good! Quickly tried the first scoop of soup - rich and tasty as expected . Then experimented with the self serve additional ingredients (added red ginger, garlic and preserved vegetables). It was only afterwards that I found the garlic press - so had to take out the garlic again to grate it . Finally it was time to dive into the noodles, which were soft but still chewy and balanced well with the soup and toppings. The meat was ok - definitely not the main attraction.The size was just right for a light lunch. I was getting quite thristy after finishing the whole bowl of soup, so the free iced water definitely helped!   Akamaru0Akamaru'",www.openrice.com/en/hongkong/restaurant/central-ippudo-hk/96369?tc=rvw2&con=recRvw
311,Iron Cow Taiwanese Beef Noodles,Central,Chinese,3.1,106.0,0.0,"Greeting is style is ok kind of like Japanese styleIf you wanna order your food, you have to walk to the counter and pay.Noodles portion is HK portion which means just ok not fill you up.I ordered beef and tender noodles that is quite standard.  I believe it was hot when it arrived on my table but the soup temp cooling off so rapidly because the opening of the bowl is too big.The cucumbers are crunchy and little bit spicy but like a touch which is cute.The only thing I dislike is the glass handle and noodle spoon handles are little bit sticky which made me feel is not fully cleaned.Other than that is ok to pay 2nd visit.'",www.openrice.com/en/hongkong/restaurant/central-iron-cow-taiwanese-beef-noodles/569729?tc=rvw2&con=rvw
